"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/09/2020","AQS","360810124","1","0.3","ppm","3","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/10/2020","AQS","360810124","1","0.5","ppm","6","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/11/2020","AQS","360810124","1","0.5","ppm","6","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/12/2020","AQS","360810124","1","0.2","ppm","2","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/13/2020","AQS","360810124","1","0.3","ppm","3","QUEENS COLLEGE 2","16","67.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/14/2020","AQS","360810124","1","0.4","ppm","5","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/15/2020","AQS","360810124","1","0.4","ppm","5","QUEENS COLLEGE 2","18","75.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/16/2020","AQS","360810124","1","0.4","ppm","5","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/17/2020","AQS","360810124","1","0.2","ppm","2","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/18/2020","AQS","360810124","1","0.3","ppm","3","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/19/2020","AQS","360810124","1","0.2","ppm","2","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/20/2020","AQS","360810124","1","0.2","ppm","2","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/21/2020","AQS","360810124","1","0.3","ppm","3","QUEENS COLLEGE 2","16","67.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/22/2020","AQS","360810124","1","0.8","ppm","9","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/23/2020","AQS","360810124","1","0.8","ppm","9","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/24/2020","AQS","360810124","1","1","ppm","11","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/25/2020","AQS","360810124","1","0.4","ppm","5","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/26/2020","AQS","360810124","1","0.3","ppm","3","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/27/2020","AQS","360810124","1","0.3","ppm","3","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/28/2020","AQS","360810124","1","0.2","ppm","2","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/29/2020","AQS","360810124","1","0.2","ppm","2","QUEENS COLLEGE 2","18","75.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/30/2020","AQS","360810124","1","0.4","ppm","5","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/31/2020","AQS","360810124","1","0.4","ppm","5","QUEENS COLLEGE 2","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/01/2020","AQS","360810124","1","0.3","ppm","3","QUEENS COLLEGE 2","2","8.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/01/2020","AQS","360810125","1","0.2","ppm","2","Queens College Near Road","19","79.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/02/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","17","71.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/03/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","9","38.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/04/2020","AQS","360810125","1","0.7","ppm","8","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/05/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/06/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/07/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/08/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/09/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/10/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","17","71.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/11/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/12/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/13/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/14/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/15/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/16/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/17/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","15","63.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/18/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/19/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/20/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/21/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/22/2020","AQS","360810125","1","0.8","ppm","9","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/23/2020","AQS","360810125","1","0.9","ppm","10","Queens College Near Road","17","71.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/24/2020","AQS","360810125","1","1.2","ppm","14","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/25/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/26/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/27/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/28/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/29/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/30/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","18","75.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/31/2020","AQS","360810125","1","0.7","ppm","8","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/01/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/02/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/03/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","18","75.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/04/2020","AQS","360810125","1","1","ppm","11","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/05/2020","AQS","360810125","1","1.1","ppm","13","Queens College Near Road","18","75.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/06/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","4","17.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/07/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/08/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/09/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/10/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/11/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/12/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","19","79.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/13/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","23","96.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/14/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/15/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/16/2020","AQS","360810125","1","0.8","ppm","9","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/17/2020","AQS","360810125","1","1.1","ppm","13","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/18/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/19/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","18","75.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/20/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","23","96.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/21/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/22/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/23/2020","AQS","360810125","1","0.5","ppm","6","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/24/2020","AQS","360810125","1","0.6","ppm","7","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/25/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/26/2020","AQS","360810125","1","0.4","ppm","5","Queens College Near Road","17","71.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/27/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/28/2020","AQS","360810125","1","0.2","ppm","2","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"02/29/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","24","100.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"03/01/2020","AQS","360810125","1","0.3","ppm","3","Queens College Near Road","2","8.0000","42101","Carbon monoxide","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/01/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","19","79.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/02/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/03/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/04/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/05/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/06/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/07/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/08/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/09/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/10/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/11/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/12/2020","AQS","361010003","1","0.1","ppm","1","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/13/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/14/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/15/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/16/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/17/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/18/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/19/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/20/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/21/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/22/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/23/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","18","75.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/24/2020","AQS","361010003","1","0.3","ppm","3","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/25/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/26/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/27/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/28/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/29/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/30/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"01/31/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/01/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/02/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/03/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/04/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/05/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/06/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","18","75.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/07/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/08/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/09/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/10/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/11/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/12/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","18","75.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/13/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/14/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/15/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/16/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/17/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/18/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
"02/19/2020","AQS","361010003","1","0.2","ppm","2","PINNACLE STATE PARK","24","100.0000","42101","Carbon monoxide","18500","Corning, NY","36","New York","101","Steuben","42.09142","-77.20978"
